timestamp,test-class,test-method,time,description,result
2021-08-09 13:41:23.363,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7414,"[2] index=0, title=Create ShoutService, executionStart=2022/02/13 19:39, executionEnd=2022/05/14 19:39, workload=130.0, description=Create service of task entity, link=https://github.com/task24, isPublic=false",OK
2021-08-09 13:41:31.003,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7387,"[3] index=0, title=Create ShoutQueries, executionStart=2022/02/13 19:39, executionEnd=2022/04/14 19:39, workload=140.0, description=Create changes of task entity, link=https://github.com/task62, isPublic=false",OK
2021-08-09 13:41:38.759,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7501,"[4] index=0, title=a, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=150.0, description=a, link=https://github.com/task25, isPublic=false",OK
2021-08-09 13:41:46.535,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7544,"[5] index=16, title=Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=0.0, description=Estetitulotiene500palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebaprueba, link=https://github.com/task62, isPublic=false",OK
2021-08-09 13:41:52.064,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5309,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-08-09 13:41:57.815,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5533,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-08-09 13:42:03.557,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5509,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-08-09 13:42:09.156,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5377,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/08/14 19:39, workload=14400.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:42:14.837,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5447,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=144.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:42:20.476,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5418,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:42:26.387,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5690,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=1, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd…, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:42:44.12,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,9824,"[1] title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Create validators of task entity, link=https://github.com/task5, publica=false",OK
2021-08-09 13:42:46.847,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,2508,"deleteNegative()",OK
2021-08-09 13:42:57.694,acme.testing.manager.task.ManagerTaskShowTest,showPositive,2909,"[1] index=16, title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Create validators of task entity, link=https://github.com/task5",OK
2021-08-09 13:43:00.379,acme.testing.manager.task.ManagerTaskShowTest,showNegative,2462,"showNegative()",OK
2021-08-09 13:43:17.667,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,9447,"[1] recordIndex=0, title=C, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.1, description=c, link=null",OK
2021-08-09 13:43:28.138,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10263,"[2] recordIndex=0, title=Texto con ochenta caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.2, description=Texto con quinientos caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, link=null",OK
2021-08-09 13:43:37.589,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,9245,"[3] recordIndex=11, title=Create TaskValidators1, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=0.0, description=ejemplo, link=null",OK
2021-08-09 13:43:46.987,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,9170,"[4] recordIndex=0, title=Create TaskValidators2, executionStart=2017/08/13 19:39, executionEnd=2017/08/18 19:40, workload=120.01, description=Create validators of task entity, link=https://github.com",OK
2021-08-09 13:43:52.501,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5290,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-08-09 13:43:58.079,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5360,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-08-09 13:44:03.986,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5666,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-08-09 13:44:09.566,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5359,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/08/14 19:39, workload=14400.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:44:15.076,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5294,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=144.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:44:20.626,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5313,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:44:26.214,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5352,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=1, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, link=https://github.com/task1, isPublic=false",OK
2021-08-09 13:44:35.796,acme.testing.anonymous.shout.AnonymousShoutListTest,list,1657,"[1] recordIndex=0, author=Alicia, moment=2021/08/08 14:41, text=Corrijo, prefiero Python, info=null",OK
2021-08-09 13:44:37.715,acme.testing.anonymous.shout.AnonymousShoutListTest,list,1720,"[2] recordIndex=1, author=Jesús, moment=2021/08/08 13:10, text=Mirad esta metodología, parece muy agile, info=https://www.scrum.org/",OK
2021-08-09 13:44:40.422,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,2488,"listNegative()",OK
2021-08-09 13:44:51.501,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3220,"[1] recordIndex=0, author=David, text=a, info=null",OK
2021-08-09 13:44:55.861,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4131,"[2] recordIndex=1, author=DavidDavidDavidDavidDavid, text=DavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavidDavid, info=null",OK
2021-08-09 13:45:00.177,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4095,"[3] recordIndex=2, author=Alfonso, text=Es un texto de prueba, info=null",OK
2021-08-09 13:45:02.207,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1783,"[1] recordIndex=0, author=null, text=null, info=null",OK
2021-08-09 13:45:04.303,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1842,"[2] recordIndex=1, author=Pepe, text=ejemplo, info=null",OK
2021-08-09 13:45:06.374,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1837,"[3] recordIndex=2, author=NombreConMasDeVeinticincoCaracters, text=ejemplo, info=null",OK
2021-08-09 13:45:08.424,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1826,"[4] recordIndex=3, author=Francisco, text=12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890, info=null",OK
2021-08-09 13:45:10.459,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1816,"[5] recordIndex=4, author=Francisco, text=ejemplo, info=urlerror",OK
2021-08-09 13:45:12.549,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1865,"[6] recordIndex=5, author=Nigeria, text=Nigeria, info=http://nigeria.com",OK
2021-08-09 13:45:23.525,acme.testing.anonymous.task.AnonymousTaskListTest,listPositive,3124,"[1] index=0, title=Diseñar nueva web, executionStart=2021/05/01 12:00, executionEnd=2023/06/22 20:00, workload=50.0, description=Montar nueva web para el colegio Poetas Andaluces de Montequinto, link=https://github.com/task1",OK
2021-08-09 13:45:26.844,acme.testing.anonymous.task.AnonymousTaskListTest,listPositive,3093,"[2] index=1, title=Create PlanService, executionStart=2021/02/13 19:39, executionEnd=2022/06/14 19:39, workload=20.5, description=Create controller of task entity, link=https://github.com/task1",OK
2021-08-09 13:45:30.151,acme.testing.anonymous.task.AnonymousTaskListTest,listPositive,3082,"[3] index=2, title=Create PlanRepository, executionStart=2021/02/13 19:39, executionEnd=2022/02/14 19:39, workload=20.5, description=Create controller of task entity, link=https://github.com/task1",OK
2021-08-09 13:45:31.484,acme.testing.anonymous.task.AnonymousTaskListTest,listPositiveNoTaskPrivate,1079,"[1] index=0, title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.20, description=Create validators of task entity, link=https://github.com/task5",OK
2021-08-09 13:45:34.156,acme.testing.anonymous.task.AnonymousTaskListTest,listNegative,2444,"listNegative()",OK
2021-08-09 13:45:42.711,acme.testing.anonymous.task.AnonymousTaskShowTest,showPositive,573,"[1] index=29, title=Diseñar nueva web, executionStart=2021/05/01 12:00, executionEnd=2023/06/22 20:00, workload=50.0, description=Montar nueva web para el colegio, link=https://github.com/task1",Expected value 'Montar nueva web para el colegio' in input box 'description', but 'Montar nueva web para el colegio Poetas Andaluces de Montequinto' was found
2021-08-09 13:45:43.151,acme.testing.anonymous.task.AnonymousTaskShowTest,showNegative,233,"showNegative()",OK
2021-08-09 13:45:57.278,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6183,"[1] recordIndex=0, password=manag3r, confirmation=manag3r, name=John, surname=García, email=john@us.es",OK
2021-08-09 13:46:03.803,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6302,"[2] recordIndex=1, password=manag3r, confirmation=manag3r, name=Manuel Ramón, surname=Benítez López, email=juan@engineer.com",OK
2021-08-09 13:46:08.279,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4255,"[1] recordIndex=0, password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-08-09 13:46:12.917,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4421,"[2] recordIndex=1, password=manag3r, confirmation=manag4r, name=sex, surname=García, email=johnus.es",OK
2021-08-09 13:46:27.216,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreatePositive,6418,"managerAccountCreatePositive()",OK
2021-08-09 13:46:27.686,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreateNegative,225,"managerAccountCreateNegative()",OK
2021-08-09 13:46:40.239,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4633,"[1] index=0, id=44, word=sex",OK
2021-08-09 13:46:45.043,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4601,"[2] index=1, id=45, word=sexo",OK
2021-08-09 13:46:49.896,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4635,"[3] index=10, id=54, word=millón de dolares",OK
2021-08-09 13:46:50.352,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,236,"[1] index=0, id=44, word=sex",OK
2021-08-09 13:46:50.822,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,251,"[2] index=1, id=45, word=sexo",OK
2021-08-09 13:46:51.299,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,233,"[3] index=10, id=54, word=millón de dolares",OK
2021-08-09 13:47:05.677,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6530,"[1] recordIndex=0, threshold=0.0",OK
2021-08-09 13:47:12.468,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6555,"[2] recordIndex=0, threshold=10.0",OK
2021-08-09 13:47:19.141,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6452,"[3] recordIndex=0, threshold=100.0",OK
2021-08-09 13:47:24.958,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5573,"[1] recordIndex=0, threshold=null",OK
2021-08-09 13:47:30.801,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5625,"[2] recordIndex=1, threshold=-12",OK
2021-08-09 13:47:36.706,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5696,"[3] recordIndex=2, threshold=120",OK
2021-08-09 13:47:56.623,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12012,"[1] recordIndex=11, word=melocoton",OK
2021-08-09 13:48:08.937,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12097,"[2] recordIndex=12, word=sandia",OK
2021-08-09 13:48:21.245,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12090,"[3] recordIndex=13, word=caballo",OK
2021-08-09 13:48:26.242,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createDuplicatedNegative,4777,"[1] recordIndex=0, word=sex",OK
2021-08-09 13:48:31.268,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createBlankNegative,4815,"createBlankNegative()",OK
2021-08-09 13:48:43.638,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deletePositive,4502,"[1] word=sex",OK
2021-08-09 13:48:44.111,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deleteNegative,235,"deleteNegative()",OK
2021-08-09 13:48:56.806,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showPositive,4635,"[1] index=0, threshold=10.0",OK
2021-08-09 13:48:57.291,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showNegative,235,"showNegative()",OK
2021-08-09 13:49:10.77,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updatePositive,5584,"[1] recordIndex=0, word=se",OK
2021-08-09 13:49:15.651,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4619,"[1] recordIndex=0, word=null",OK
2021-08-09 13:49:20.627,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4721,"[2] recordIndex=1, word=sexo",OK
2021-08-09 13:49:31.835,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3323,"[1] index=0, word=sex",OK
2021-08-09 13:49:35.387,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3330,"[2] index=1, word=sexo",OK
2021-08-09 13:49:38.918,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3334,"[3] index=10, word=millón de dolares",OK
2021-08-09 13:49:39.382,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listNegative,251,"listNegative()",OK
2021-08-09 13:49:51.016,acme.testing.administrator.spamPanel.AdministratorThresholdListTest,listPositive,3214,"[1] index=0, threshold=10.0",OK
2021-08-09 13:49:53.716,acme.testing.administrator.spamPanel.AdministratorThresholdListTest,listNegative,2484,"listNegative()",OK
2021-08-09 13:50:04.501,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showPositive,2862,"[1] index=13, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
2021-08-09 13:50:37.246,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,32494,"showNegative()",Action didn't result in panic
2021-08-09 13:50:50.13,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,4870,"[1] index=0, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
2021-08-09 13:50:53.967,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,3583,"[2] index=1, title=Entidad Plan, executionStart=2020/05/01 19:39, executionEnd=2020/07/01 19:39, workload=30.0, description=Crear la entidad Plan, link=https://github.com/task4",Expected value '2020/05/01 19:39' in attribute 1 of record 1, but found '2021/05/01 19:39'
2021-08-09 13:50:57.713,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,3486,"[3] index=2, title=Vistas de la entidad Plan, executionStart=2020/05/01 19:39, executionEnd=2020/07/01 19:39, workload=30.0, description=Crear la vistas referidas a la entidad Plan, link=https://github.com/task3",Expected value '2020/05/01 19:39' in attribute 1 of record 2, but found '2021/05/01 19:39'
2021-08-09 13:50:58.226,acme.testing.authenticated.task.AuthenticatedTaskListTest,listNegative,252,"listNegative()",OK
2021-08-09 13:51:12.385,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,5993,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-08-09 13:51:18.587,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,5986,"[2] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-08-09 13:51:21.58,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2762,"[1] recordIndex=0, username=Lisa, password=1234, confirmation=1234, name=null, surname=null, email=morganmail.com, accept=true",OK
2021-08-09 13:51:24.605,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2746,"[2] recordIndex=1, username=Gabriel, password=constrasena, confirmation=password, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=true",OK
2021-08-09 13:51:27.488,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2663,"[3] recordIndex=2, username=null, password=null, confirmation=null, name=null, surname=null, email=null, accept=true",OK
2021-08-09 13:51:30.076,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2383,"[4] recordIndex=3, username=Gabriel, password=constrasena, confirmation=constrasena, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=false",OK
2021-08-09 13:51:41.659,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showPositive,3817,"[1] publictasks=16 tasks, privatetasks=2 tasks, finishedtasks=12 tasks, nonfinishedtasks=6 tasks, averageworkload=28.58 hours.minutes, minimumworkload=4.0 hours.minutes, maximumworkload=100.2 hours.minutes, workloaddeviation=20.21 hours.minutes, averageexecutionperiod=4501.16 hours.minutes, minimumexecutionperiod=24.0 hours.minutes, maximumexecutionperiod=18776.0 hours.minutes, executionperioddeviation=5164.54 hours.minutes",Expected value '5164.54 hours.minutes' in input box 'deviationExecPeriod', but '5162.24 hours.minutes' was found
2021-08-09 13:51:42.107,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showNegative,214,"showNegative()",OK
